ID;EventTime;EventTimeNano;HistoricalEventTime;HistoricalEventTimeNano;EventType;ToolType;MotionEventType;ActionMasked;Action;X;Y;Z;Pressure;Orientation;Tilt;ButtonState;HistoricalX;HistoricalY;HistoricalZ;HistoricalOrientation;HistoricalPressure;HistoricalTilt
1337;;;;;Main;;;;;;;;;;;;;;;;;
1337;;;;;Historical;;;;;;;;;;;;;;;;;
1337;;;;;Historical;;;;;;;;;;;;;;;;;
1337;;;;;Historical;;;;;;;;;;;;;;;;;
1337;;;;;Historical;;;;;;;;;;;;;;;;;
